strategy,makespan,completed,tasks_done,tasks_total,fuel_violations,strand_events,stranded_frames,min_fuel,total_truck_distance,active_distance,detour_distance,detour_percentage,uptime_ratio,hold_frames,total_swaps,drone_flight_distance,drone_energy,drone_efficiency_percentage,max_route_length,truck_range,num_tasks,seed,maze,num_trucks,drones_per_station,service_frames,wall_time_s
depot_only,2290,True,38,38,0,0,0,788.0,11819.0,9527.0,2292.0,19.39,0.6934,0,0,0,0.0,0.0,2228.57,3000.0,38,1,maze.csv,6,1,150,0.02
depot_only,2116,True,36,36,0,0,0,956.0,11820.0,8740.0,3080.0,26.06,0.6884,0,0,0,0.0,0.0,2057.14,3000.0,36,2,maze.csv,6,1,150,0.02
depot_only,2108,True,40,40,0,0,0,964.0,11377.0,9426.0,1951.0,17.15,0.7453,0,0,0,0.0,0.0,2057.14,3000.0,40,3,maze.csv,6,1,150,0.02
depot_only,2228,True,36,36,0,0,0,848.0,12272.0,9764.0,2508.0,20.44,0.7304,0,0,0,0.0,0.0,2171.43,3000.0,36,4,maze.csv,6,1,150,0.02
depot_only,2229,True,40,40,0,0,0,847.0,12270.0,10147.0,2123.0,17.3,0.7587,0,0,0,0.0,0.0,2171.43,3000.0,40,5,maze.csv,6,1,150,0.02
depot_only,2168,True,35,35,0,0,0,906.0,11035.0,8996.0,2039.0,18.48,0.6916,0,0,0,0.0,0.0,2114.29,3000.0,35,6,maze.csv,6,1,150,0.02
depot_only,2111,True,35,35,0,0,0,961.0,11712.0,8939.0,2773.0,23.68,0.7057,0,0,0,0.0,0.0,2057.14,3000.0,35,7,maze.csv,6,1,150,0.02
depot_only,2170,True,36,36,0,0,0,904.0,11366.0,9023.0,2343.0,20.61,0.693,0,0,0,0.0,0.0,2114.29,3000.0,36,8,maze.csv,6,1,150,0.02
depot_only,2232,True,40,40,0,0,0,844.0,12389.0,9615.0,2774.0,22.39,0.718,0,0,0,0.0,0.0,2171.43,3000.0,40,9,maze.csv,6,1,150,0.02
depot_only,2346,True,39,39,0,0,0,734.0,12679.0,10214.0,2465.0,19.44,0.7256,0,0,0,0.0,0.0,2285.71,3000.0,39,10,maze.csv,6,1,150,0.02
fixed_station_evrp,2290,True,38,38,0,0,0,788.0,11819.0,9527.0,2292.0,19.39,0.6934,0,0,0,0.0,0.0,2228.57,3000.0,38,1,maze.csv,6,1,150,0.02
fixed_station_evrp,2116,True,36,36,0,0,0,956.0,11820.0,8740.0,3080.0,26.06,0.6884,0,0,0,0.0,0.0,2057.14,3000.0,36,2,maze.csv,6,1,150,0.02
fixed_station_evrp,2108,True,40,40,0,0,0,964.0,11377.0,9426.0,1951.0,17.15,0.7453,0,0,0,0.0,0.0,2057.14,3000.0,40,3,maze.csv,6,1,150,0.02
fixed_station_evrp,2228,True,36,36,0,0,0,848.0,12272.0,9764.0,2508.0,20.44,0.7304,0,0,0,0.0,0.0,2171.43,3000.0,36,4,maze.csv,6,1,150,0.02
fixed_station_evrp,2229,True,40,40,0,0,0,847.0,12270.0,10147.0,2123.0,17.3,0.7587,0,0,0,0.0,0.0,2171.43,3000.0,40,5,maze.csv,6,1,150,0.02
fixed_station_evrp,2168,True,35,35,0,0,0,906.0,11035.0,8996.0,2039.0,18.48,0.6916,0,0,0,0.0,0.0,2114.29,3000.0,35,6,maze.csv,6,1,150,0.02
fixed_station_evrp,2111,True,35,35,0,0,0,961.0,11712.0,8939.0,2773.0,23.68,0.7057,0,0,0,0.0,0.0,2057.14,3000.0,35,7,maze.csv,6,1,150,0.02
fixed_station_evrp,2170,True,36,36,0,0,0,904.0,11366.0,9023.0,2343.0,20.61,0.693,0,0,0,0.0,0.0,2114.29,3000.0,36,8,maze.csv,6,1,150,0.02
fixed_station_evrp,2232,True,40,40,0,0,0,844.0,12389.0,9615.0,2774.0,22.39,0.718,0,0,0,0.0,0.0,2171.43,3000.0,40,9,maze.csv,6,1,150,0.02
fixed_station_evrp,2346,True,39,39,0,0,0,734.0,12679.0,10214.0,2465.0,19.44,0.7256,0,0,0,0.0,0.0,2285.71,3000.0,39,10,maze.csv,6,1,150,0.02
reactive_drone,2290,True,38,38,0,0,0,788.0,11819.0,9527.0,2292.0,19.39,0.6934,0,0,0.0,0.0,0.0,2228.57,3000.0,38,1,maze.csv,6,1,150,0.01
reactive_drone,2116,True,36,36,0,0,0,956.0,11820.0,8740.0,3080.0,26.06,0.6884,0,0,0.0,0.0,0.0,2057.14,3000.0,36,2,maze.csv,6,1,150,0.01
reactive_drone,2108,True,40,40,0,0,0,964.0,11377.0,9426.0,1951.0,17.15,0.7453,0,0,0.0,0.0,0.0,2057.14,3000.0,40,3,maze.csv,6,1,150,0.01
reactive_drone,2228,True,36,36,0,0,0,848.0,12272.0,9764.0,2508.0,20.44,0.7304,0,0,0.0,0.0,0.0,2171.43,3000.0,36,4,maze.csv,6,1,150,0.01
reactive_drone,2229,True,40,40,0,0,0,847.0,12270.0,10147.0,2123.0,17.3,0.7587,0,0,0.0,0.0,0.0,2171.43,3000.0,40,5,maze.csv,6,1,150,0.01
reactive_drone,2168,True,35,35,0,0,0,906.0,11035.0,8996.0,2039.0,18.48,0.6916,0,0,0.0,0.0,0.0,2114.29,3000.0,35,6,maze.csv,6,1,150,0.01
reactive_drone,2111,True,35,35,0,0,0,961.0,11712.0,8939.0,2773.0,23.68,0.7057,0,0,0.0,0.0,0.0,2057.14,3000.0,35,7,maze.csv,6,1,150,0.01
reactive_drone,2170,True,36,36,0,0,0,904.0,11366.0,9023.0,2343.0,20.61,0.693,0,0,0.0,0.0,0.0,2114.29,3000.0,36,8,maze.csv,6,1,150,0.01
reactive_drone,2232,True,40,40,0,0,0,844.0,12389.0,9615.0,2774.0,22.39,0.718,0,0,0.0,0.0,0.0,2171.43,3000.0,40,9,maze.csv,6,1,150,0.01
reactive_drone,2346,True,39,39,0,0,0,734.0,12679.0,10214.0,2465.0,19.44,0.7256,0,0,0.0,0.0,0.0,2285.71,3000.0,39,10,maze.csv,6,1,150,0.01
proactive_fuel,2290,True,38,38,0,0,0,788.0,11819.0,9527.0,2292.0,19.39,0.6934,0,0,0.0,0.0,0.0,2228.57,3000.0,38,1,maze.csv,6,1,150,0.02
proactive_fuel,2116,True,36,36,0,0,0,956.0,11820.0,8740.0,3080.0,26.06,0.6884,0,0,0.0,0.0,0.0,2057.14,3000.0,36,2,maze.csv,6,1,150,0.02
proactive_fuel,2108,True,40,40,0,0,0,964.0,11377.0,9426.0,1951.0,17.15,0.7453,0,0,0.0,0.0,0.0,2057.14,3000.0,40,3,maze.csv,6,1,150,0.02
proactive_fuel,2228,True,36,36,0,0,0,848.0,12272.0,9764.0,2508.0,20.44,0.7304,0,0,0.0,0.0,0.0,2171.43,3000.0,36,4,maze.csv,6,1,150,0.02
proactive_fuel,2229,True,40,40,0,0,0,847.0,12270.0,10147.0,2123.0,17.3,0.7587,0,0,0.0,0.0,0.0,2171.43,3000.0,40,5,maze.csv,6,1,150,0.02
proactive_fuel,2168,True,35,35,0,0,0,906.0,11035.0,8996.0,2039.0,18.48,0.6916,0,0,0.0,0.0,0.0,2114.29,3000.0,35,6,maze.csv,6,1,150,0.02
proactive_fuel,2111,True,35,35,0,0,0,961.0,11712.0,8939.0,2773.0,23.68,0.7057,0,0,0.0,0.0,0.0,2057.14,3000.0,35,7,maze.csv,6,1,150,0.02
proactive_fuel,2170,True,36,36,0,0,0,904.0,11366.0,9023.0,2343.0,20.61,0.693,0,0,0.0,0.0,0.0,2114.29,3000.0,36,8,maze.csv,6,1,150,0.02
proactive_fuel,2232,True,40,40,0,0,0,844.0,12389.0,9615.0,2774.0,22.39,0.718,0,0,0.0,0.0,0.0,2171.43,3000.0,40,9,maze.csv,6,1,150,0.02
proactive_fuel,2346,True,39,39,0,0,0,734.0,12679.0,10214.0,2465.0,19.44,0.7256,0,0,0.0,0.0,0.0,2285.71,3000.0,39,10,maze.csv,6,1,150,0.02
depot_only,12297,True,38,38,2,3,1248,0.0,30531.0,19567.0,10964.0,35.91,0.2652,1248,3,0,0.0,0.0,3428.57,3000.0,38,1,maze_35x35_loop20_s1.csv,6,1,150,0.04
depot_only,5750,True,36,36,0,0,0,1.0,25275.0,16654.0,8621.0,34.11,0.4827,0,0,0,0.0,0.0,3142.86,3000.0,36,2,maze_35x35_loop20_s1.csv,6,1,150,0.03
depot_only,2996,True,40,40,0,0,0,106.0,17000.0,12177.0,4823.0,28.37,0.6774,0,0,0,0.0,0.0,2914.29,3000.0,40,3,maze_35x35_loop20_s1.csv,6,1,150,0.02
depot_only,2994,True,36,36,0,0,0,108.0,16314.0,11973.0,4341.0,26.61,0.6665,0,0,0,0.0,0.0,2914.29,3000.0,36,4,maze_35x35_loop20_s1.csv,6,1,150,0.02
depot_only,7329,True,40,40,1,1,264,0.0,32728.0,19129.0,13599.0,41.55,0.435,264,1,0,0.0,0.0,3257.14,3000.0,40,5,maze_35x35_loop20_s1.csv,6,1,150,0.04
depot_only,6830,True,35,35,2,2,984,0.0,28248.0,17009.0,11239.0,39.79,0.4151,984,2,0,0.0,0.0,3200.0,3000.0,35,6,maze_35x35_loop20_s1.csv,6,1,150,0.03
depot_only,8646,True,35,35,2,2,870,0.0,30258.0,18803.0,11455.0,37.86,0.3625,870,2,0,0.0,0.0,3314.29,3000.0,35,7,maze_35x35_loop20_s1.csv,6,1,150,0.03
depot_only,8566,True,36,36,1,1,950,0.0,27200.0,17301.0,9899.0,36.39,0.3366,950,1,0,0.0,0.0,3428.57,3000.0,36,8,maze_35x35_loop20_s1.csv,6,1,150,0.03
depot_only,10558,True,40,40,1,2,1213,0.0,30898.0,20344.0,10554.0,34.16,0.3211,1213,2,0,0.0,0.0,3428.57,3000.0,40,9,maze_35x35_loop20_s1.csv,6,1,150,0.04
depot_only,9733,True,39,39,2,4,2198,0.0,38023.0,22498.0,15525.0,40.83,0.3853,2198,4,0,0.0,0.0,3542.86,3000.0,39,10,maze_35x35_loop20_s1.csv,6,1,150,0.04
fixed_station_evrp,4782,True,38,38,1,1,950,0.0,18867.0,13536.0,5331.0,28.26,0.4718,1250,3,0,0.0,0.0,3428.57,3000.0,38,1,maze_35x35_loop20_s1.csv,6,1,150,0.03
fixed_station_evrp,3606,True,36,36,4,4,1170,0.0,18246.0,13392.0,4854.0,26.6,0.619,1320,5,0,0.0,0.0,3142.86,3000.0,36,2,maze_35x35_loop20_s1.csv,6,1,150,0.02
fixed_station_evrp,2996,True,40,40,0,0,0,106.0,17000.0,12177.0,4823.0,28.37,0.6774,0,0,0,0.0,0.0,2914.29,3000.0,40,3,maze_35x35_loop20_s1.csv,6,1,150,0.02
fixed_station_evrp,2994,True,36,36,0,0,0,108.0,16314.0,11973.0,4341.0,26.61,0.6665,0,0,0,0.0,0.0,2914.29,3000.0,36,4,maze_35x35_loop20_s1.csv,6,1,150,0.02
fixed_station_evrp,4102,True,40,40,2,2,1099,0.0,20424.0,13065.0,7359.0,36.03,0.5308,1549,5,0,0.0,0.0,3257.14,3000.0,40,5,maze_35x35_loop20_s1.csv,6,1,150,0.03
fixed_station_evrp,3776,True,35,35,3,3,1248,0.0,18402.0,12660.0,5742.0,31.2,0.5588,1548,5,0,0.0,0.0,3200.0,3000.0,35,6,maze_35x35_loop20_s1.csv,6,1,150,0.02
fixed_station_evrp,4123,True,35,35,1,1,721,0.0,18477.0,13290.0,5187.0,28.07,0.5372,1171,4,0,0.0,0.0,3314.29,3000.0,35,7,maze_35x35_loop20_s1.csv,6,1,150,0.02
fixed_station_evrp,4200,True,36,36,0,0,0,596.0,19031.0,12730.0,6301.0,33.11,0.5052,750,5,0,0.0,0.0,3428.57,3000.0,36,8,maze_35x35_loop20_s1.csv,6,1,150,0.03
fixed_station_evrp,4292,True,40,40,1,1,835,0.0,18125.0,14126.0,3999.0,22.06,0.5485,1285,4,0,0.0,0.0,3428.57,3000.0,40,9,maze_35x35_loop20_s1.csv,6,1,150,0.03
fixed_station_evrp,4814,True,39,39,2,2,2242,0.0,21360.0,14387.0,6973.0,32.65,0.4981,2692,5,0,0.0,0.0,3542.86,3000.0,39,10,maze_35x35_loop20_s1.csv,6,1,150,0.03
reactive_drone,3772,True,38,38,2,2,525,0.0,17616.0,13556.0,4060.0,23.05,0.599,701,3,1980.0,2376.0,378.79,3428.57,3000.0,38,1,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,3510,True,36,36,3,3,723,0.0,18246.0,13872.0,4374.0,23.97,0.6587,1073,5,2271.0,2725.2,550.42,3142.86,3000.0,36,2,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,2996,True,40,40,0,0,0,106.0,17000.0,12177.0,4823.0,28.37,0.6774,0,0,0.0,0.0,0.0,2914.29,3000.0,40,3,maze_35x35_loop20_s1.csv,6,1,150,0.01
reactive_drone,2994,True,36,36,0,0,0,108.0,16314.0,11973.0,4341.0,26.61,0.6665,0,0,0.0,0.0,0.0,2914.29,3000.0,36,4,maze_35x35_loop20_s1.csv,6,1,150,0.01
reactive_drone,3679,True,40,40,4,4,1112,0.0,19176.0,13402.0,5774.0,30.11,0.6071,1462,6,4521.0,5425.2,331.79,3257.14,3000.0,40,5,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,3586,True,35,35,3,3,817,0.0,18174.0,12631.0,5543.0,30.5,0.5871,993,4,2412.0,2894.4,414.59,3200.0,3000.0,35,6,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,3723,True,35,35,4,4,1120,0.0,17739.0,13486.0,4253.0,23.98,0.6037,1124,4,3153.0,3783.6,317.16,3314.29,3000.0,35,7,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,3759,True,36,36,2,2,467,0.0,17715.0,13544.0,4171.0,23.55,0.6005,989,5,2454.0,2944.8,509.37,3428.57,3000.0,36,8,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,3789,True,40,40,1,1,261,0.0,17954.0,14464.0,3490.0,19.44,0.6362,783,4,2232.0,2678.4,448.03,3428.57,3000.0,40,9,maze_35x35_loop20_s1.csv,6,1,150,0.02
reactive_drone,3888,True,39,39,4,4,1036,0.0,20337.0,15263.0,5074.0,24.95,0.6543,1386,6,3816.0,4579.2,393.08,3542.86,3000.0,39,10,maze_35x35_loop20_s1.csv,6,1,150,0.02
proactive_fuel,3659,True,38,38,0,0,0,166.0,17623.0,13562.0,4061.0,23.04,0.6177,426,3,1161.0,1393.2,645.99,3428.57,3000.0,38,1,maze_35x35_loop20_s1.csv,6,1,150,0.03
proactive_fuel,3377,True,36,36,0,0,0,109.0,18246.0,13872.0,4374.0,23.97,0.6846,721,5,2448.0,2937.6,510.62,3142.86,3000.0,36,2,maze_35x35_loop20_s1.csv,6,1,150,0.03
proactive_fuel,2996,True,40,40,0,0,0,106.0,17000.0,12177.0,4823.0,28.37,0.6774,0,0,0.0,0.0,0.0,2914.29,3000.0,40,3,maze_35x35_loop20_s1.csv,6,1,150,0.02
proactive_fuel,2994,True,36,36,0,0,0,108.0,16314.0,11973.0,4341.0,26.61,0.6665,0,0,0.0,0.0,0.0,2914.29,3000.0,36,4,maze_35x35_loop20_s1.csv,6,1,150,0.02
proactive_fuel,3673,True,40,40,0,0,0,148.0,19183.0,13402.0,5781.0,30.14,0.6081,1072,6,4701.0,5641.2,319.08,3257.14,3000.0,40,5,maze_35x35_loop20_s1.csv,6,1,150,0.03
proactive_fuel,3433,True,35,35,0,0,0,224.0,18190.0,12631.0,5559.0,30.56,0.6132,715,5,2340.0,2808.0,534.19,3200.0,3000.0,35,6,maze_35x35_loop20_s1.csv,6,1,150,0.04
proactive_fuel,3554,True,35,35,0,0,0,389.0,17739.0,13486.0,4253.0,23.98,0.6324,593,4,4038.0,4845.6,247.65,3314.29,3000.0,35,7,maze_35x35_loop20_s1.csv,6,1,150,0.03
proactive_fuel,3670,True,36,36,0,0,0,933.0,17730.0,13557.0,4173.0,23.54,0.6157,692,5,2523.0,3027.6,495.44,3428.57,3000.0,36,8,maze_35x35_loop20_s1.csv,6,1,150,0.03
proactive_fuel,3674,True,40,40,0,0,0,395.0,17954.0,14464.0,3490.0,19.44,0.6561,569,4,1239.0,1486.8,807.1,3428.57,3000.0,40,9,maze_35x35_loop20_s1.csv,6,1,150,0.03
proactive_fuel,3804,True,39,39,0,0,0,103.0,20350.0,15263.0,5087.0,25.0,0.6687,876,6,4053.0,4863.6,370.1,3542.86,3000.0,39,10,maze_35x35_loop20_s1.csv,6,1,150,0.04
depot_only,1883,True,38,38,0,0,0,1181.0,10295.0,8189.0,2106.0,20.46,0.7248,0,0,0,0.0,0.0,1828.57,3000.0,38,1,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1826,True,36,36,0,0,0,1236.0,9151.0,7218.0,1933.0,21.12,0.6588,0,0,0,0.0,0.0,1771.43,3000.0,36,2,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1882,True,40,40,0,0,0,1182.0,9890.0,8153.0,1737.0,17.56,0.722,0,0,0,0.0,0.0,1828.57,3000.0,40,3,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1942,True,36,36,0,0,0,1124.0,9716.0,7444.0,2272.0,23.38,0.6389,0,0,0,0.0,0.0,1885.71,3000.0,36,4,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1826,True,40,40,0,0,0,1236.0,10231.0,8273.0,1958.0,19.14,0.7551,0,0,0,0.0,0.0,1771.43,3000.0,40,5,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1882,True,35,35,0,0,0,1182.0,9596.0,7094.0,2502.0,26.07,0.6282,0,0,0,0.0,0.0,1828.57,3000.0,35,6,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1884,True,35,35,0,0,0,1180.0,9664.0,7245.0,2419.0,25.03,0.6409,0,0,0,0.0,0.0,1828.57,3000.0,35,7,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,1885,True,36,36,0,0,0,1179.0,9497.0,7076.0,2421.0,25.49,0.6256,0,0,0,0.0,0.0,1828.57,3000.0,36,8,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,2000,True,40,40,0,0,0,1068.0,10393.0,8715.0,1678.0,16.15,0.7262,0,0,0,0.0,0.0,1942.86,3000.0,40,9,maze_35x35_loop80_s1.csv,6,1,150,0.02
depot_only,2061,True,39,39,0,0,0,1009.0,10118.0,8383.0,1735.0,17.15,0.6779,0,0,0,0.0,0.0,2000.0,3000.0,39,10,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1883,True,38,38,0,0,0,1181.0,10295.0,8189.0,2106.0,20.46,0.7248,0,0,0,0.0,0.0,1828.57,3000.0,38,1,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1826,True,36,36,0,0,0,1236.0,9151.0,7218.0,1933.0,21.12,0.6588,0,0,0,0.0,0.0,1771.43,3000.0,36,2,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1882,True,40,40,0,0,0,1182.0,9890.0,8153.0,1737.0,17.56,0.722,0,0,0,0.0,0.0,1828.57,3000.0,40,3,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1942,True,36,36,0,0,0,1124.0,9716.0,7444.0,2272.0,23.38,0.6389,0,0,0,0.0,0.0,1885.71,3000.0,36,4,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1826,True,40,40,0,0,0,1236.0,10231.0,8273.0,1958.0,19.14,0.7551,0,0,0,0.0,0.0,1771.43,3000.0,40,5,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1882,True,35,35,0,0,0,1182.0,9596.0,7094.0,2502.0,26.07,0.6282,0,0,0,0.0,0.0,1828.57,3000.0,35,6,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1884,True,35,35,0,0,0,1180.0,9664.0,7245.0,2419.0,25.03,0.6409,0,0,0,0.0,0.0,1828.57,3000.0,35,7,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,1885,True,36,36,0,0,0,1179.0,9497.0,7076.0,2421.0,25.49,0.6256,0,0,0,0.0,0.0,1828.57,3000.0,36,8,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,2000,True,40,40,0,0,0,1068.0,10393.0,8715.0,1678.0,16.15,0.7262,0,0,0,0.0,0.0,1942.86,3000.0,40,9,maze_35x35_loop80_s1.csv,6,1,150,0.02
fixed_station_evrp,2061,True,39,39,0,0,0,1009.0,10118.0,8383.0,1735.0,17.15,0.6779,0,0,0,0.0,0.0,2000.0,3000.0,39,10,maze_35x35_loop80_s1.csv,6,1,150,0.02
reactive_drone,1883,True,38,38,0,0,0,1181.0,10295.0,8189.0,2106.0,20.46,0.7248,0,0,0.0,0.0,0.0,1828.57,3000.0,38,1,maze_35x35_loop80_s1.csv,6,1,150,0.01
reactive_drone,1826,True,36,36,0,0,0,1236.0,9151.0,7218.0,1933.0,21.12,0.6588,0,0,0.0,0.0,0.0,1771.43,3000.0,36,2,maze_35x35_loop80_s1.csv,6,1,150,0.01
reactive_drone,1882,True,40,40,0,0,0,1182.0,9890.0,8153.0,1737.0,17.56,0.722,0,0,0.0,0.0,0.0,1828.57,3000.0,40,3,maze_35x35_loop80_s1.csv,6,1,150,0.01
reactive_drone,1942,True,36,36,0,0,0,1124.0,9716.0,7444.0,2272.0,23.38,0.6389,0,0,0.0,0.0,0.0,1885.71,3000.0,36,4,maze_35x35_loop80_s1.csv,6,1,150,0.01
